product_name,description,main_category,sub_category,target_group,product_type,features,tags,attributes,price
A4 Çizgili Defter 120 Yaprak,Okul ve ofis notları için 120 yaprak çizgili A4 defter.,Kırtasiye,Defter,Unisex,Defter,"A4,çizgili,120 yaprak","defter,a4,çizgili,okul","{""kullanim"":[""not alma"",""okul""],""boyut"":[""A4""],""ozellik"":[""çizgili"",""120 yaprak"",""dayanıklı kapak""]}",149
A5 Kareli Defter Sert Kapak,Ders ve günlük notlar için sert kapak A5 kareli defter.,Kırtasiye,Defter,Unisex,Defter,"A5,kareli,sert kapak","defter,a5,kareli,not","{""kullanim"":[""not alma"",""ders""],""boyut"":[""A5""],""ozellik"":[""kareli"",""sert kapak"",""taşınabilir""]}",129
Tükenmez Kalem Seti 10lu,Ofis ve okul için mavi renk 10lu tükenmez kalem seti.,Kırtasiye,Kalem,Unisex,Tükenmez Kalem,"10lu,mavi,akıcı yazı","tükenmez kalem,mavi,ofis,okul","{""kullanim"":[""yazı"",""ofis"",""okul""],""adet"":[""10lu""],""ozellik"":[""akıcı yazı"",""mavi"",""set""]}",99
Kurşun Kalem HB 12li,Okul ve çizim çalışmaları için HB kurşun kalem seti.,Kırtasiye,Kalem,Unisex,Kurşun Kalem,"HB,12li,çizim","kurşun kalem,hb,okul,çizim","{""kullanim"":[""yazı"",""çizim""],""adet"":[""12li""],""ozellik"":[""HB"",""kolay açılır"",""set""]}",89
Renkli Keçeli Kalem 24lü,Boyama ve proje çalışmaları için 24 renk keçeli kalem seti.,Kırtasiye,Sanat Malzeme,Unisex,Keçeli Kalem,"24 renk,canlı,boyama","keçeli kalem,boyama,sanat,24 renk","{""kullanim"":[""boyama"",""proje"",""sanat""],""adet"":[""24 renk""],""ozellik"":[""canlı renk"",""set"",""kolay kullanım""]}",249
Sulu Boya Seti 12 Renk,Okul ve hobi boyamaları için 12 renk sulu boya seti.,Kırtasiye,Sanat Malzeme,Unisex,Sulu Boya,"12 renk,hobi,okul","sulu boya,boyama,sanat,okul","{""kullanim"":[""boyama"",""sanat""],""adet"":[""12 renk""],""ozellik"":[""canlı renk"",""kolay karışım""]}",179
Makas Çocuk Güvenli,Okul etkinlikleri için yuvarlak uçlu güvenli çocuk makası.,Kırtasiye,Ofis Malzeme,Çocuk,Makas,"yuvarlak uç,güvenli,çocuk","çocuk makası,okul,güvenli,etkinlik","{""kullanim"":[""kesme"",""okul etkinliği""],""ozellik"":[""yuvarlak uç"",""güvenli"",""çocuk dostu""]}",79
Yapıştırıcı Stick 3lü,Okul ve ofis kullanımı için pratik stick yapıştırıcı seti.,Kırtasiye,Ofis Malzeme,Unisex,Yapıştırıcı,"stick,3lü,pratik","yapıştırıcı,stick,okul,ofis","{""kullanim"":[""yapıştırma"",""okul"",""ofis""],""adet"":[""3lü""],""ozellik"":[""stick"",""pratik"",""temiz kullanım""]}",89
Sunum Dosyası 40lı,Belgeleri düzenli saklamak için 40 yapraklı sunum dosyası.,Kırtasiye,Ofis Malzeme,Unisex,Sunum Dosyası,"40 yaprak,şeffaf,düzenleyici","sunum dosyası,belge,ofis,okul","{""kullanim"":[""belge saklama"",""sunum""],""kapasite"":[""40 yaprak""],""ozellik"":[""şeffaf"",""düzenleyici"",""A4""]}",119
Masaüstü Planlayıcı Haftalık,Haftalık görev ve ders planı için masaüstü planlayıcı.,Kırtasiye,Ofis Malzeme,Unisex,Planlayıcı,"haftalık,masaüstü,not alanı","planlayıcı,haftalık,masaüstü,ajanda","{""kullanim"":[""planlama"",""not alma""],""ozellik"":[""haftalık"",""masaüstü"",""not alanı""]}",199
Tükenmez Kalem Seti 10'lu Mavi,Pürüzsüz mavi mürekkepli 10 adet tükenmez kalem seti; okul ve ofis kullanımına uygun,Kırtasiye,Kalem,Unisex,Tükenmez Kalem,"10'lu set,mavi mürekkep,pürüzsüz yazı,uzun ömürlü","kalem,tükenmez,set,ofis,okul,yazı","{""kullanim"": [""ofis"", ""okul""], ""ozellik"": [""10'lu set"", ""mavi"", ""uzun ömürlü""]}",89
Tükenmez Kalem Siyah İnce Uç 5'li,İnce uçlu siyah tükenmez kalem seti; net ve keskin yazı kalitesi sunar,Kırtasiye,Kalem,Unisex,Tükenmez Kalem,"5'li set,siyah mürekkep,ince uç,net yazı","kalem,tükenmez,siyah,ince uç,set","{""kullanim"": [""ofis"", ""okul""], ""ozellik"": [""5'li set"", ""siyah"", ""ince uç""]}",79
Jel Kalem Siyah 0.5mm 5'li Set,0.5mm jel mürekkepli siyah kalem seti; akıcı yazı ve hızlı kuruma özelliği,Kırtasiye,Kalem,Unisex,Jel Kalem,"0.5mm,siyah,jel mürekkep,hızlı kuruma,5'li","kalem,jel,siyah,0.5mm,yazı","{""kullanim"": [""ofis"", ""not alma""], ""ozellik"": [""jel mürekkep"", ""hızlı kuruma"", ""0.5mm""]}",119
Jel Kalem Renkli Set 12'li,12 farklı renkte jel kalem seti; yaratıcı not alma ve sanatsal yazı için,Kırtasiye,Kalem,Unisex,Jel Kalem,"12 renk,renkli,jel mürekkep,yaratıcı","kalem,jel,renkli,set,sanat,not","{""kullanim"": [""okul"", ""sanat"", ""not alma""], ""ozellik"": [""12 renk"", ""jel mürekkep""]}",149
Fosforlu Kalem Pastel Renkler 6'lı,6 pastel renk fosforlu kalem seti; yumuşak renkler ile metnin üzerini vurgula,Kırtasiye,Kalem,Unisex,Fosforlu Kalem,"6 renk,pastel,geniş uç,vurgulama,solmaz","fosforlu,kalem,pastel,vurgulama,set,okul","{""kullanim"": [""okul"", ""not alma""], ""ozellik"": [""pastel"", ""6 renk"", ""solmaz""]}",99
Fosforlu Kalem Neon 8 Renk Seti,8 canlı neon renkte fosforlu kalem seti; kitap ve notlarınızda güçlü vurgulama,Kırtasiye,Kalem,Unisex,Fosforlu Kalem,"8 renk,neon,canlı renk,vurgulama,su bazlı","fosforlu,kalem,neon,set,vurgulama","{""kullanim"": [""okul"", ""ofis""], ""ozellik"": [""neon"", ""8 renk"", ""su bazlı""]}",129
Keçeli Kalem 24 Renk İnce Uçlu,"24 renk ince uçlu keçeli kalem seti; çizim, boyama ve not alma için ideal",Kırtasiye,Sanat Malzeme,Unisex,Keçeli Kalem,"24 renk,ince uç,renkli,su bazlı,solmaya dayanıklı","keçeli,kalem,çizim,boyama,sanat,set","{""kullanim"": [""çizim"", ""boyama"", ""okul""], ""ozellik"": [""24 renk"", ""ince uç"", ""su bazlı""]}",149
Keçeli Kalem 36 Renk Kalın Uçlu Sanat,36 renk kalın uçlu keçeli kalem seti; sanatsal boyama ve illüstrasyon için,Kırtasiye,Sanat Malzeme,Unisex,Keçeli Kalem,"36 renk,kalın uç,sanatsal,yoğun renk,su bazlı","keçeli,kalem,sanat,boyama,set,illustrasyon","{""kullanim"": [""sanat"", ""illustrasyon"", ""boyama""], ""ozellik"": [""36 renk"", ""kalın uç""]}",199
Boya Kalemi Seti 36 Renk Kuru,36 renk profesyonel kuru boya kalemi seti; çocuklar ve sanat tutkunları için,Kırtasiye,Sanat Malzeme,Unisex,Boya Kalemi,"36 renk,kuru boya,yumuşak çizim,kolay boyama","boya,kalem,kuru,set,sanat,çizim","{""kullanim"": [""çizim"", ""boyama"", ""sanat""], ""ozellik"": [""36 renk"", ""kuru boya""]}",169
Boya Kalemi Profesyonel 48 Renk,48 renk yağlı boya kalemi seti; profesyonel çizimler ve sanat projeleri için,Kırtasiye,Sanat Malzeme,Unisex,Boya Kalemi,"48 renk,yağlı baz,profesyonel,kolay harmanlama,metal kutu","boya,kalem,profesyonel,set,sanat","{""kullanim"": [""profesyonel sanat"", ""çizim""], ""ozellik"": [""48 renk"", ""yağlı baz"", ""metal kutu""]}",299
Spiralli Defter A4 Kareli 100 Sayfa,100 sayfa kareli A4 spiralli defter; matematik ve teknik not alma için ideal,Kırtasiye,Defter,Unisex,Spiralli Defter,"A4,kareli,100 sayfa,spiral,sert kapak","defter,spiralli,kareli,A4,not,okul","{""kullanim"": [""okul"", ""ofis"", ""not alma""], ""ozellik"": [""A4"", ""kareli"", ""100 sayfa"", ""spiral""]}",89
Spiralli Defter A5 Noktalı 80 Sayfa,80 sayfa noktalı A5 spiralli defter; bullet journal ve yaratıcı not alma için,Kırtasiye,Defter,Unisex,Spiralli Defter,"A5,noktalı,80 sayfa,spiral,taşınabilir","defter,spiralli,noktalı,A5,bullet journal","{""kullanim"": [""bullet journal"", ""not alma""], ""ozellik"": [""A5"", ""noktalı"", ""80 sayfa""]}",79
Spiralli Defter A5 Çizgili Renkli Kapak,Renkli kapak çizgili A5 spiralli defter; okul ve ders notları için hafif tasarım,Kırtasiye,Defter,Unisex,Spiralli Defter,"A5,çizgili,renkli kapak,spiral,hafif","defter,spiralli,çizgili,A5,okul,renkli","{""kullanim"": [""okul"", ""ders notu""], ""ozellik"": [""A5"", ""çizgili"", ""renkli kapak""]}",69
Kareli Defter A5 Sert Kapak 200 Sayfa,200 sayfa kareli A5 sert kapak defter; uzun süreli çalışma ve proje notları için,Kırtasiye,Defter,Unisex,Kareli Defter,"A5,kareli,200 sayfa,sert kapak,kaliteli kağıt","defter,kareli,A5,sert kapak,uzun ömürlü","{""kullanim"": [""okul"", ""mühendislik"", ""proje""], ""ozellik"": [""A5"", ""kareli"", ""200 sayfa"", ""sert kapak""]}",119
Kareli Defter A4 Geniş 160 Sayfa,160 sayfa kareli A4 defter; teknik çizim ve hesaplamalar için büyük format,Kırtasiye,Defter,Unisex,Kareli Defter,"A4,kareli,160 sayfa,geniş format,ofis","defter,kareli,A4,büyük,teknik,hesaplama","{""kullanim"": [""teknik çizim"", ""hesaplama"", ""ofis""], ""ozellik"": [""A4"", ""kareli"", ""160 sayfa""]}",99
Bullet Journal Defter Çizgisiz A5,Çizgisiz A5 bullet journal defteri; yaratıcı planlama ve günlük tutma için,Kırtasiye,Defter,Unisex,Not Defteri,"A5,çizgisiz,bullet journal,sert kapak,şeritli ayraç","defter,bullet journal,çizgisiz,planlama,yaratıcı","{""kullanim"": [""bullet journal"", ""planlama"", ""günlük""], ""ozellik"": [""çizgisiz"", ""şeritli ayraç""]}",159
Not Defteri Renkli Kapak A5 Set 3'lü,3 farklı renkli kapaklı A5 not defteri seti; her ders için ayrı defter,Kırtasiye,Defter,Unisex,Not Defteri,"3'lü set,renkli kapak,A5,çizgili,okul","defter,not,set,renkli,A5,okul","{""kullanim"": [""okul"", ""ders notu""], ""ozellik"": [""3'lü set"", ""renkli kapak"", ""A5""]}",149
Günlük Ajanda 2025 Haftalık Planlayıcı,2025 yılı haftalık planlayıcı ajanda; günlük hedefler ve randevu takibi için,Kırtasiye,Ofis Malzeme,Unisex,Ajanda,"2025,haftalık,sert kapak,elastik kapama,şeritli ayraç","ajanda,planlayıcı,2025,haftalık,ofis","{""kullanim"": [""planlama"", ""ofis"", ""randevu""], ""ozellik"": [""2025"", ""haftalık"", ""sert kapak""]}",249
Spiral Ajanda Aylık Planlayıcı Sonsuz,Tarihsiz aylık spiral ajanda; dilediğiniz zaman başlayabileceğiniz esnek planlayıcı,Kırtasiye,Ofis Malzeme,Unisex,Ajanda,"tarihsiz,aylık görünüm,spiral,esnek,sonsuz kullanım","ajanda,aylık,spiral,tarihsiz,planlayıcı","{""kullanim"": [""planlama"", ""organizasyon""], ""ozellik"": [""tarihsiz"", ""aylık"", ""spiral""]}",199
Suluboya Seti 24 Renk Profesyonel,24 renk profesyonel suluboya seti; parlak pigmentler ve kolay harmanlama,Kırtasiye,Sanat Malzeme,Unisex,Suluboya,"24 renk,profesyonel,parlak pigment,kolay harmanlama,metal kutu","suluboya,boya,set,sanat,profesyonel,resim","{""kullanim"": [""sanat"", ""resim"", ""boyama""], ""ozellik"": [""24 renk"", ""profesyonel"", ""metal kutu""]}",299
Suluboya Seti 36 Renk Sanatçı Kalitesi,36 renk sanatçı kalitesi suluboya seti; çok katmanlı boya ve canlı renkler,Kırtasiye,Sanat Malzeme,Unisex,Suluboya,"36 renk,sanatçı kalitesi,canlı renk,çok katmanlı,dayanıklı","suluboya,boya,sanatçı,set,resim,profesyonel","{""kullanim"": [""profesyonel sanat"", ""resim""], ""ozellik"": [""36 renk"", ""sanatçı kalitesi""]}",449
Akrilik Boya Seti 12 Renk Başlangıç,"12 renk akrilik boya seti; başlangıç seviyesi için uygun, hızlı kuruyan formül",Kırtasiye,Sanat Malzeme,Unisex,Akrilik Boya,"12 renk,hızlı kuruyan,başlangıç,su bazlı,dayanıklı","akrilik,boya,set,başlangıç,sanat,resim","{""kullanim"": [""sanat"", ""resim"", ""başlangıç""], ""ozellik"": [""12 renk"", ""hızlı kuruyan"", ""su bazlı""]}",189
Akrilik Boya Seti 24 Renk Profesyonel,24 renk profesyonel akrilik boya seti; yoğun pigmentler ve uzun ömürlü formül,Kırtasiye,Sanat Malzeme,Unisex,Akrilik Boya,"24 renk,profesyonel,yoğun pigment,uzun ömürlü,su bazlı","akrilik,boya,profesyonel,set,sanat","{""kullanim"": [""profesyonel sanat"", ""tuval boyama""], ""ozellik"": [""24 renk"", ""yoğun pigment""]}",349
Teknik Çizim Kalemi Seti 6'lı Rapido,6 farklı uç kalınlığında teknik çizim kalemi seti; mühendislik ve mimarlık çizimi için,Kırtasiye,Kalem,Unisex,Çizim Kalemi,"6'lı set,teknik çizim,farklı kalınlıklar,su geçirmez mürekkep,hassas uç","çizim,teknik,rapido,kalem,mühendislik,mimarlık","{""kullanim"": [""teknik çizim"", ""mühendislik"", ""mimarlık""], ""ozellik"": [""6 farklı uç"", ""su geçirmez""]}",399
Kalemtraş Elektrikli Masaüstü,"Elektrikli masaüstü kalemtraş; hızlı ve mükemmel uç açma, otomatik durdurma",Kırtasiye,Kalem,Unisex,Kalemtraş,"elektrikli,otomatik durdurma,hızlı,masaüstü,toz hazneli","kalemtraş,elektrikli,masaüstü,otomatik,okul,ofis","{""kullanim"": [""okul"", ""ofis"", ""çizim""], ""ozellik"": [""elektrikli"", ""otomatik durdurma"", ""toz hazneli""]}",299
Kalemtraş Metal Çift Delikli,Metal gövdeli çift delikli kalemtraş; standart ve büyük çaplı kalemler için,Kırtasiye,Kalem,Unisex,Kalemtraş,"çift delik,metal,dayanıklı,taşınabilir,toz hazneli","kalemtraş,metal,çift delik,taşınabilir","{""kullanim"": [""okul"", ""çizim""], ""ozellik"": [""çift delik"", ""metal"", ""toz hazneli""]}",79
Ofis Makası 21cm Paslanmaz Çelik,21cm paslanmaz çelik ofis makası; rahat tutuş ve keskin kesim kalitesi,Kırtasiye,Ofis Malzeme,Unisex,Makas,"21cm,paslanmaz çelik,rahat tutuş,keskin,uzun ömürlü","makas,ofis,paslanmaz,keskin,çelik","{""kullanim"": [""ofis"", ""kağıt kesme""], ""ozellik"": [""21cm"", ""paslanmaz çelik"", ""keskin""]}",129
Çocuk Güvenli Makas Yuvarlak Uçlu,Yuvarlak uçlu çocuk makası; güvenli tasarım ve kolay kullanım,Kırtasiye,Ofis Malzeme,Çocuk,Makas,"yuvarlak uç,güvenli,renkli,kolay tutuş,çocuk","makas,çocuk,güvenli,yuvarlak,okul","{""kullanim"": [""okul"", ""el işi""], ""ozellik"": [""yuvarlak uç"", ""güvenli"", ""çocuk""], ""hedef"": [""çocuk""]}",69
Yapıştırıcı Stick Seti 21g 3'lü,"3 adet 21g yapıştırıcı stick seti; kağıt, karton ve fotoğraf için güçlü yapıştırma",Kırtasiye,Ofis Malzeme,Unisex,Yapıştırıcı,"3'lü set,21g,kağıt yapıştırıcı,şeffaf kuruma,güçlü","yapıştırıcı,stick,set,kağıt,okul,ofis","{""kullanim"": [""kağıt yapıştırma"", ""okul"", ""ofis""], ""ozellik"": [""3'lü set"", ""21g"", ""şeffaf kuruma""]}",99
Haftalık Planlayıcı Yırtılır Blok 52 Sayfa,52 yaprak haftalık planlayıcı yırtılır blok; her hafta yeni bir sayfa ile düzenli takip,Kırtasiye,Ofis Malzeme,Unisex,Planlayıcı,"52 yaprak,haftalık,yırtılır,A4,görev listesi","planlayıcı,haftalık,yırtılır,organizasyon,ofis","{""kullanim"": [""planlama"", ""ofis"", ""organizasyon""], ""ozellik"": [""52 yaprak"", ""haftalık"", ""yırtılır""]}",149
Kalem Kutusu Metal Kapaklı Büyük,"Büyük metal kapaklı kalem kutusu; kalem, cetvel ve silgi için geniş iç alan",Kırtasiye,Ofis Malzeme,Unisex,Kalem Kutusu,"metal,büyük,kapaklı,dayanıklı,çok bölmeli","kalem kutusu,metal,büyük,okul,ofis","{""kullanim"": [""okul"", ""ofis""], ""ozellik"": [""metal"", ""büyük"", ""çok bölmeli""]}",149
Kalem Kutusu Fermuar Penye Desenli,Fermuarlı penye desenli kalem kutusu; esnek ve çok bölmeli iç yapı,Kırtasiye,Ofis Malzeme,Unisex,Kalem Kutusu,"fermuar,penye desen,esnek,çok bölmeli,taşınabilir","kalem kutusu,fermuar,desen,okul,taşınabilir","{""kullanim"": [""okul"", ""taşıma""], ""ozellik"": [""fermuar"", ""penye"", ""çok bölmeli""]}",119
Suluboya Fırça Seti 12'li Nylon,12 adet farklı şekil ve boyutta nylon fırça seti; suluboya ve akrilik için,Kırtasiye,Sanat Malzeme,Unisex,Suluboya,"12'li fırça seti,nylon,farklı boyutlar,suluboya uyumlu,akrilik uyumlu","fırça,suluboya,akrilik,set,sanat,resim","{""kullanim"": [""suluboya"", ""akrilik"", ""sanat""], ""ozellik"": [""12'li set"", ""nylon"", ""farklı boyutlar""]}",199
Resim Defteri Sketch A3 Profesyonel,"A3 boyut profesyonel sketch defteri; 110g beyaz kağıt, sert kapak",Kırtasiye,Defter,Unisex,Sketchbook,"A3,110g kağıt,sert kapak,profesyonel,çizim","sketchbook,defter,A3,çizim,sanat,resim","{""kullanim"": [""çizim"", ""sanat"", ""illüstrasyon""], ""ozellik"": [""A3"", ""110g"", ""sert kapak""]}",299
Çocuk Boyama Defteri Eğlenceli Figürler,"Eğlenceli figürlü çocuk boyama defteri; A4 format, kalın sayfalar",Kırtasiye,Defter,Çocuk,Not Defteri,"A4,kalın sayfa,boyama,figürlü,çocuk,eğlenceli","boyama,çocuk,defter,eğlenceli,okul öncesi","{""kullanim"": [""boyama"", ""eğitim"", ""oyun""], ""ozellik"": [""A4"", ""kalın sayfa"", ""figürlü""], ""hedef"": [""çocuk""]}",89
Çubuk Blender 800W Paslanmaz,"800W güçlü çubuk blender; çorba, smoothie ve bebek maması hazırlama için",Mutfak,Küçük Ev Aleti,Unisex,Blender,"800W,paslanmaz bıçak,çorba,smoothie,çubukluk,kolay temizlik","blender,çubuk,smoothie,çorba,mutfak,elektrikli","{""kullanim"": [""smoothie"", ""çorba"", ""bebek maması""], ""ozellik"": [""800W"", ""paslanmaz bıçak"", ""çubukluk""]}",699
Kişisel Blender Taşınabilir USB Şarjlı,USB şarjlı taşınabilir kişisel blender; smoothie ve protein shake için mükemmel,Mutfak,Küçük Ev Aleti,Unisex,Blender,"USB şarjlı,taşınabilir,350ml,tek bardak,spor","blender,kişisel,taşınabilir,USB,smoothie,spor","{""kullanim"": [""smoothie"", ""protein shake"", ""spor""], ""ozellik"": [""USB şarjlı"", ""taşınabilir"", ""350ml""]}",549
Cam Blender 1.5L 1200W Güçlü Motor,1.5L cam hazne 1200W blender; buz kırma ve yoğun içecek hazırlama için güçlü,Mutfak,Küçük Ev Aleti,Unisex,Blender,"1200W,1.5L cam hazne,buz kırma,güçlü motor,gürültü azaltıcı","blender,cam,güçlü,1200W,buz kırma,smoothie","{""kullanim"": [""smoothie"", ""buz kırma"", ""çorba""], ""ozellik"": [""1200W"", ""1.5L"", ""cam hazne""]}",1299
El Mikseri 5 Hız Ayarlı 300W,"5 hız ayarlı 300W el mikseri; hamur yoğurma, krema çırpma ve kek yapımı için",Mutfak,Küçük Ev Aleti,Unisex,Mikser,"300W,5 hız,el mikseri,hamur yoğurma,kek,krema","mikser,el,hamur,kek,çırpıcı,pastane","{""kullanim"": [""kek yapımı"", ""hamur"", ""krema çırpma""], ""ozellik"": [""300W"", ""5 hız"", ""el mikseri""]}",799
Stand Mikser 5L Kase Dahil 1000W,5L kase dahil 1000W stand mikser; ekmek hamuru ve yoğun karıştırma için profesyonel,Mutfak,Küçük Ev Aleti,Unisex,Mikser,"1000W,5L kase,stand,ekmek hamuru,profesyonel,planet karıştırıcı","mikser,stand,5L,ekmek,hamur,profesyonel","{""kullanim"": [""ekmek yapımı"", ""pasta"", ""hamur işi""], ""ozellik"": [""1000W"", ""5L kase"", ""stand""]}",3499
Filtre Kahve Makinesi 12 Bardak Programlanabilir,12 bardaklık programlanabilir filtre kahve makinesi; otomatik demleme ve sıcak tutma,Mutfak,Küçük Ev Aleti,Unisex,Kahve Makinesi,"12 bardak,programlanabilir,otomatik,sıcak tutma,cam sürahi","kahve,filtre,makinesi,programlanabilir,ofis,ev","{""kullanim"": [""filtre kahve"", ""sabah rutini"", ""ofis""], ""ozellik"": [""12 bardak"", ""programlanabilir"", ""sıcak tutma""]}",1499
Espresso Makinesi Manuel 15 Bar,15 bar basınçlı manuel espresso makinesi; ev barista deneyimi için,Mutfak,Küçük Ev Aleti,Unisex,Kahve Makinesi,"15 bar,manuel,espresso,köpürtücü,paslanmaz","espresso,kahve,makinesi,barista,15 bar,ev","{""kullanim"": [""espresso"", ""cappuccino"", ""latte""], ""ozellik"": [""15 bar"", ""manuel"", ""köpürtücü""]}",2499
Kapsül Kahve Makinesi Kompakt Hızlı,"Kompakt kapsül kahve makinesi; 60 saniyede hazır, 19 bar basınç",Mutfak,Küçük Ev Aleti,Unisex,Kahve Makinesi,"kapsül,19 bar,60 saniye,kompakt,tek tuş","kapsül,kahve,makinesi,hızlı,kompakt,pratik","{""kullanim"": [""kapsül kahve"", ""espresso"", ""hızlı kahve""], ""ozellik"": [""19 bar"", ""60 saniye"", ""kompakt""]}",1899
Çay Makinesi 2.5L İnox Çelik,2.5L inox çelik çay makinesi; alt ısıtma alt demlik sistemi ile güçlü demleme,Mutfak,Küçük Ev Aleti,Unisex,Çay Makinesi,"2.5L,inox çelik,alt ısıtma,güçlü demleme,taşmaz kapak","çay,makinesi,inox,demleme,Türk çayı,ev","{""kullanim"": [""Türk çayı"", ""ev"", ""misafir""], ""ozellik"": [""2.5L"", ""inox çelik"", ""alt ısıtma""]}",1299
Çay Makinesi Cam Demlikli 1.7L,Cam demlikli 1.7L çay makinesi; şeffaf demlik ile demleme seviyesini izle,Mutfak,Küçük Ev Aleti,Unisex,Çay Makinesi,"cam demlik,1.7L,şeffaf,LED ışık,damla önleyici","çay,makinesi,cam,şeffaf,demleme,LED","{""kullanim"": [""Türk çayı"", ""bitkisel çay""], ""ozellik"": [""cam demlik"", ""1.7L"", ""şeffaf""]}",999
Granit Tencere Seti 5 Parça,5 parça granit kaplama tencere seti; yapışmaz iç yüzey ve cam kapaklı,Mutfak,Servis,Unisex,Tencere Seti,"5 parça,granit kaplama,yapışmaz,cam kapaklı,her ocağa uyumlu","tencere,granit,seti,yapışmaz,mutfak,pişirme","{""kullanim"": [""yemek pişirme"", ""mutfak""], ""ozellik"": [""5 parça"", ""granit kaplama"", ""yapışmaz"", ""cam kapaklı""]}",1899
Paslanmaz Çelik Tencere Seti 6 Parça,"6 parça paslanmaz çelik tencere seti; endüksiyona uyumlu, dayanıklı yapı",Mutfak,Servis,Unisex,Tencere Seti,"6 parça,paslanmaz çelik,indüksiyona uyumlu,cam kapaklı,profesyonel","tencere,çelik,seti,indüksiyon,mutfak,profesyonel","{""kullanim"": [""yemek pişirme"", ""profesyonel""], ""ozellik"": [""6 parça"", ""paslanmaz çelik"", ""indüksiyon uyumlu""]}",2499
Wok Tava 30cm Döküm Alüminyum,30cm döküm alüminyum wok tava; hızlı ısı dağılımı ve yüksek duvarlar,Mutfak,Servis,Unisex,Tava Seti,"30cm,döküm alüminyum,yapışmaz,yüksek duvar,hızlı ısınma","wok,tava,döküm,30cm,Asya yemekleri,stir fry","{""kullanim"": [""Asya yemekleri"", ""stir fry"", ""kızartma""], ""ozellik"": [""30cm"", ""döküm alüminyum"", ""yapışmaz""]}",799
Granit Tava Seti 3 Parça Yapışmaz,3 parça granit kaplama tava seti; her boyutta pişirme için yapışmaz yüzey,Mutfak,Servis,Unisex,Tava Seti,"3 parça,granit,yapışmaz,farklı boyutlar,dayanıklı","tava,granit,set,yapışmaz,mutfak,pişirme","{""kullanim"": [""omlet"", ""sebze"", ""et pişirme""], ""ozellik"": [""3 parça"", ""granit"", ""yapışmaz""]}",1299
Borcam Fırın Kabı Seti 3'lü Cam,"3 parça borosilikat cam fırın kabı seti; fırın, dondurucu ve mikrodalga uyumlu",Mutfak,Servis,Unisex,Fırın Kabı,"3 parça,cam,fırın uyumlu,dondurucu uyumlu,mikrodalga uyumlu","fırın,kabı,cam,borcam,seti,pişirme","{""kullanim"": [""fırında pişirme"", ""saklama"", ""mikrodalga""], ""ozellik"": [""3 parça"", ""cam"", ""fırın uyumlu""]}",599
Cam French Press 600ml Sızdırmaz,600ml sızdırmaz cam French press; çift katmanlı paslanmaz çelik filtre,Mutfak,İçecek,Unisex,French Press,"600ml,çift filtre,sızdırmaz,cam gövde,çay uyumlu","french press,kahve,çay,cam,600ml,demleme","{""kullanim"": [""filtre kahve"", ""demlenmiş çay""], ""ozellik"": [""600ml"", ""çift filtre"", ""sızdırmaz"", ""cam""]}",349
Vakumlu Çelik Termos Bardak 500ml,500ml çift çeperli vakumlu çelik termos bardak; 12 saat sıcak 24 saat soğuk,Mutfak,İçecek,Unisex,Termos Bardak,"500ml,çift çeper,vakum,12 saat sıcak,24 saat soğuk,sızdırmaz","termos,bardak,çelik,vakumlu,sıcak,soğuk,taşınabilir","{""kullanim"": [""ofis"", ""seyahat"", ""spor""], ""ozellik"": [""500ml"", ""çift çeper"", ""12 saat sıcak""]}",399
Seyahat Termos Bardak 350ml Kompakt,"350ml kompakt termos bardak; araç cup holder uyumlu, sızdırmaz kapak",Mutfak,İçecek,Unisex,Termos Bardak,"350ml,kompakt,araç uyumlu,sızdırmaz,tek el kullanım","termos,bardak,seyahat,araç,kompakt,taşınabilir","{""kullanim"": [""araç"", ""seyahat"", ""ofis""], ""ozellik"": [""350ml"", ""kompakt"", ""araç uyumlu""]}",299
Borosilikat Çay Bardağı Seti 6'lı Zarflı,6 adet zarflı borosilikat cam çay bardağı seti; dayanıklı ve şeffaf cam,Mutfak,İçecek,Unisex,Çay Bardağı Seti,"6'lı,borosilikat,zarflı,dayanıklı,şeffaf,ısıya dayanıklı","çay,bardak,seti,borosilikat,zarflı,cam","{""kullanim"": [""Türk çayı"", ""misafir servisi""], ""ozellik"": [""6'lı"", ""borosilikat"", ""zarflı"", ""ısıya dayanıklı""]}",449
Cam Çay Bardağı Tutacaklı Seti 4'lü,4 adet paslanmaz çelik tutacaklı cam çay bardağı seti; sıcak tutma ve kolay taşıma,Mutfak,İçecek,Unisex,Çay Bardağı Seti,"4'lü,cam,çelik tutacak,sıcak tutma,kolay taşıma","çay,bardak,seti,tutacaklı,cam,çelik","{""kullanim"": [""çay servisi"", ""günlük kullanım""], ""ozellik"": [""4'lü"", ""çelik tutacak"", ""cam""]}",349
Vakumlu Cam Saklama Kabı Seti 5'li,5 parça vakum kapaklı cam saklama kabı seti; gıda tazeliğini korur,Mutfak,Saklama,Unisex,Cam Saklama Kabı,"5 parça,vakum kapak,cam,gıda güvenli,fırın uyumlu","saklama,kabı,cam,vakum,set,gıda","{""kullanim"": [""gıda saklama"", ""buzdolabı"", ""fırın""], ""ozellik"": [""5 parça"", ""vakum kapak"", ""cam"", ""fırın uyumlu""]}",799
